age,income,loan_amount,credit_score,employment_years,debt_ratio,num_of_past_defaults,loan_purpose,default
30,54588.17,16815.35,739,11,0.452,0,创业,0
39,116704.53,12771.72,805,5,0.212,0,教育,0
52,10000.0,1000.0,644,6,0.159,0,教育,0
21,79804.75,19336.02,771,7,0.418,0,消费,0
25,26178.89,8552.91,695,2,0.105,0,房贷,0
65,60035.55,24075.26,665,16,0.259,0,房贷,0
24,63116.62,10942.34,684,20,0.384,0,消费,0
36,98167.94,24233.99,779,7,0.444,0,消费,0
44,49772.65,15611.63,651,10,0.48,0,房贷,0
36,93776.26,20280.05,654,19,0.403,0,消费,0
22,39066.03,7819.53,515,17,0.573,0,车贷,1
69,94626.73,15000.55,650,15,0.486,0,消费,0
48,54564.4,1000.0,679,24,0.315,0,房贷,0
52,66615.56,10920.19,607,12,0.541,0,创业,1
47,57599.67,1000.0,589,8,0.163,0,创业,0
40,93212.0,2284.69,530,18,0.294,0,车贷,1
44,88930.28,4428.16,619,6,0.299,0,创业,0
32,74757.04,17613.58,759,16,0.491,0,创业,0
55,39658.9,10747.44,556,7,0.124,0,教育,1
53,49269.52,12267.13,715,7,0.381,0,创业,0
53,42371.32,10516.0,722,2,0.051,1,创业,0
63,15540.86,21186.12,832,15,0.333,0,房贷,0
57,92749.0,12034.36,733,11,0.111,0,房贷,0
32,57787.88,14115.12,727,14,0.558,0,车贷,0
23,57553.13,7152.85,686,20,0.355,0,教育,0
21,97914.25,21769.98,660,3,0.509,0,房贷,1
53,54528.25,22407.31,720,22,0.405,0,房贷,0
60,46509.64,11686.44,747,6,0.184,0,创业,0
30,60055.6,7033.49,672,10,0.186,0,消费,0
63,40081.28,1000.0,750,23,0.388,0,消费,0
64,72575.83,4616.93,850,4,0.322,0,创业,0
49,56779.43,1000.0,665,12,0.24,0,车贷,0
33,53840.03,4259.54,667,10,0.607,0,消费,0
32,51934.13,15034.25,654,4,0.282,0,房贷,0
51,62663.13,11571.6,669,7,0.098,0,教育,0
66,66836.58,31747.77,746,20,0.551,0,房贷,0
22,53560.55,8846.02,666,16,0.441,0,房贷,0
55,57107.15,8182.38,673,10,0.451,0,房贷,0
43,63206.5,21033.54,643,18,0.341,0,教育,0
37,60986.8,1000.0,694,17,0.136,0,创业,0
46,65683.67,1000.0,625,9,0.665,0,房贷,1
28,50113.24,17642.65,574,4,0.15,0,教育,1
49,87101.04,10338.89,691,23,0.202,0,消费,0
46,67130.22,10533.78,799,24,0.277,0,教育,0
30,53915.37,4034.22,640,24,0.179,0,创业,0
46,72576.45,14038.05,587,0,0.613,0,房贷,1
54,63363.89,5131.8,794,16,0.347,0,房贷,0
61,26855.82,12618.32,663,16,0.115,1,车贷,0
27,72500.96,2152.89,726,0,0.146,0,教育,0
24,42570.86,10449.63,609,24,0.148,0,车贷,0
65,85557.41,29211.39,661,0,0.124,0,房贷,0
31,59681.51,8388.05,758,22,0.149,1,消费,0
49,82161.55,10880.06,669,21,0.269,0,房贷,0
56,51135.19,10278.55,670,8,0.692,0,教育,0
45,66538.44,13483.52,556,24,0.236,1,创业,1
41,91625.36,15979.29,715,3,0.085,0,消费,0
56,59081.64,14186.52,605,8,0.676,1,教育,1
30,52002.02,14374.18,738,13,0.317,0,车贷,0
57,79410.89,10462.92,674,14,0.483,0,教育,0
29,78984.56,12852.46,680,15,0.298,0,消费,0
44,52927.52,10181.38,714,15,0.37,1,消费,0
55,21319.86,1000.0,686,12,0.127,0,消费,0
69,51579.49,34360.23,780,13,0.358,0,消费,0
55,79901.91,18189.47,769,21,0.327,0,房贷,0
68,47949.25,3675.79,575,20,0.324,0,房贷,0
56,64759.37,13955.51,648,8,0.411,0,消费,0
38,50535.33,1000.0,719,22,0.64,0,车贷,0
69,22492.32,7799.29,594,8,0.748,1,消费,1
59,50139.41,1000.0,550,20,0.194,0,教育,1
52,79808.9,11564.93,607,3,0.249,0,教育,1
44,12854.45,1000.0,652,9,0.292,0,消费,0
43,70547.68,15301.59,375,2,0.225,0,消费,1
52,38906.48,17798.88,582,20,0.316,0,消费,1
57,78385.73,4970.66,536,8,0.826,0,消费,1
32,80715.02,13367.6,740,18,0.393,1,教育,0
69,61217.15,4520.3,725,15,0.128,1,创业,0
33,61267.3,16349.71,679,15,0.515,0,创业,0
43,47260.02,6146.75,667,16,0.052,0,车贷,0
45,35397.17,18706.25,698,17,0.233,0,消费,0
55,102358.04,1000.0,590,9,0.247,0,创业,1
61,45968.43,3457.7,748,20,0.294,0,消费,0
50,99491.51,2575.06,667,18,0.244,0,教育,0
37,46091.0,13728.51,724,21,0.078,0,消费,0
69,76554.19,16718.26,721,14,0.515,0,房贷,0
40,39968.24,14385.42,697,14,0.507,0,房贷,0
68,76514.69,7673.7,682,10,0.351,0,消费,0
45,57837.08,1000.0,677,7,0.2,0,教育,0
42,58124.64,12328.97,656,21,0.58,0,房贷,0
33,78420.51,18698.42,694,15,0.373,0,车贷,0
39,54678.89,34784.33,674,9,0.762,0,车贷,1
69,33580.73,8392.64,626,8,0.132,0,消费,0
56,81748.72,6344.82,703,14,0.338,0,教育,0
32,39790.19,14722.17,680,21,0.339,0,教育,0
61,76363.38,9822.65,745,4,0.541,0,房贷,0
39,86405.92,22840.67,533,19,0.126,0,消费,0
32,56739.13,5130.4,663,1,0.344,0,创业,0
29,91011.76,9884.79,609,21,0.328,0,消费,0
27,75599.24,19447.81,624,15,0.126,0,教育,0
48,49691.05,14621.1,699,17,0.197,0,消费,0
34,95831.44,21870.27,559,15,0.412,0,房贷,1
51,39883.22,8289.19,669,4,0.435,3,房贷,1
39,56712.59,22737.92,662,0,0.09,0,教育,0
67,60461.07,1000.0,587,18,0.109,0,房贷,0
36,78314.92,1000.0,671,9,0.205,0,车贷,0
25,89539.53,22871.84,607,20,0.418,0,消费,0
55,88161.41,12062.47,814,12,0.185,0,车贷,0
32,69922.46,19826.93,744,22,0.325,0,消费,0
45,58834.08,12845.5,665,23,0.652,1,房贷,0
41,24828.35,11940.15,630,22,0.489,0,创业,1
56,36088.79,1000.0,695,22,0.251,1,车贷,0
43,103866.42,11771.86,714,10,0.634,1,教育,0
36,24606.42,23573.66,678,14,0.245,0,房贷,0
59,47741.21,12481.7,589,1,0.08,0,教育,1
65,90181.34,17797.66,645,5,0.69,0,创业,1
62,69613.69,17562.18,665,20,0.319,0,消费,0
59,85416.99,3391.98,680,10,0.185,0,房贷,0
34,76942.22,19285.61,682,14,0.545,0,教育,0
51,97330.82,9333.31,711,8,0.266,0,车贷,0
25,71499.4,9792.95,754,11,0.1,0,房贷,0
55,79595.85,29830.41,731,3,0.249,0,创业,0
43,49066.58,17077.08,701,22,0.103,0,车贷,0
49,77899.33,6572.73,572,23,0.593,0,教育,1
63,56285.23,12548.57,743,13,0.49,0,车贷,0
31,55031.67,12311.27,717,21,0.272,0,房贷,0
38,84683.92,26331.79,642,2,0.296,0,创业,0
67,84835.71,12335.41,662,20,0.352,0,房贷,0
32,102145.73,30767.99,665,16,0.41,0,车贷,1
29,100711.79,1000.0,629,12,0.289,0,消费,0
30,85180.93,11725.0,538,7,0.224,0,车贷,1
64,27150.2,5515.73,582,11,0.602,0,教育,1
37,105208.98,7793.96,597,11,0.474,0,教育,0
58,85195.29,7978.47,522,11,0.344,0,创业,1
27,48151.08,5953.89,582,1,0.279,0,消费,1
66,81036.0,26706.46,740,9,0.171,0,创业,0
33,42180.15,24091.76,694,22,0.11,1,消费,0
60,78609.86,15422.48,592,8,0.393,0,车贷,0
62,36042.06,7968.01,612,0,0.135,1,车贷,1
29,47219.2,6192.52,746,3,0.125,0,消费,0
47,80618.44,18305.37,744,22,0.181,0,车贷,0
22,88603.51,14551.28,665,13,0.541,0,车贷,0
25,72159.61,10768.98,742,15,0.326,0,创业,0
49,58704.29,16600.14,606,24,0.357,0,房贷,1
57,18472.94,19574.1,676,17,0.615,0,教育,1
58,60401.54,10690.66,557,1,0.117,0,消费,0
39,76736.67,5307.73,634,5,0.328,0,消费,0
28,58031.17,1000.0,662,2,0.085,0,车贷,0
68,64503.29,14130.37,542,19,0.523,0,教育,1
65,60916.42,30421.59,702,18,0.563,0,房贷,0
21,57922.46,2559.36,713,12,0.259,0,教育,0
42,66669.3,21345.49,731,16,0.264,0,消费,0
37,59000.72,6257.77,823,13,0.594,0,消费,0
27,96752.37,7970.73,689,21,0.277,0,房贷,0
45,16458.79,19776.85,656,10,0.274,0,消费,1
65,52991.46,9830.31,548,15,0.314,0,消费,1
24,45854.36,14110.21,687,10,0.127,1,消费,0
56,69820.43,13947.31,699,17,0.233,0,车贷,0
26,66697.19,6271.44,565,1,0.494,0,车贷,1
51,100688.25,19608.33,643,22,0.185,0,消费,0
39,107925.13,11476.55,661,20,0.198,0,创业,0
64,47992.16,1000.0,697,7,0.311,0,车贷,0
59,65011.0,4413.89,720,13,0.201,0,创业,0
47,69318.7,1000.0,622,1,0.161,0,消费,1
30,47448.1,12441.93,674,12,0.145,0,消费,0
46,78824.4,23084.56,700,9,0.359,0,房贷,0
39,59730.84,3099.23,647,7,0.222,0,消费,0
59,41512.03,16977.08,630,6,0.212,0,消费,1
23,58849.5,15659.82,710,12,0.406,0,消费,0
65,43051.16,5609.04,648,23,0.741,0,消费,1
33,87806.23,25060.54,576,18,0.3,0,车贷,1
48,106834.3,9682.39,756,23,0.345,0,教育,0
40,70386.03,29087.28,584,14,0.567,0,车贷,1
48,67448.09,1000.0,653,21,0.598,1,车贷,1
28,68353.56,9712.35,683,1,0.145,0,车贷,0
61,91009.15,10722.86,692,21,0.317,0,车贷,0
59,90535.38,11654.79,672,4,0.546,0,消费,0
21,62455.62,18088.81,454,18,0.487,1,消费,1
23,70556.98,40884.08,611,0,0.278,1,房贷,1
33,79358.22,15868.06,681,6,0.5,0,消费,0
48,39970.88,12206.04,652,17,0.101,0,车贷,0
69,91677.38,2682.3,696,0,0.315,0,房贷,0
45,103166.3,1000.0,732,0,0.655,0,消费,0
53,90630.71,21947.22,695,6,0.312,1,车贷,1
58,37596.93,7352.33,609,16,0.236,0,教育,0
26,21659.99,34135.35,622,24,0.754,0,房贷,1
64,80591.81,19379.8,774,5,0.455,0,消费,0
65,48275.83,14903.26,647,19,0.165,0,房贷,0
52,71316.93,15350.1,653,11,0.31,0,房贷,0
65,98773.27,15433.8,696,19,0.367,0,车贷,0
67,50546.99,6096.18,747,14,0.528,0,消费,0
41,56693.8,1000.0,597,12,0.881,0,房贷,1
36,71087.91,7319.18,625,11,0.355,0,房贷,0
41,36454.79,11843.97,548,20,0.335,0,房贷,1
31,48327.16,6493.55,639,1,0.21,0,车贷,0
57,65546.87,1068.29,700,20,0.718,0,车贷,0
56,58389.99,5640.21,635,17,0.674,0,车贷,0
55,78384.97,20803.73,783,3,0.439,0,创业,0
39,125851.55,18359.66,668,9,0.667,0,房贷,1
40,67181.04,13456.98,653,10,0.281,0,教育,0
38,46482.34,16990.33,635,20,0.494,1,创业,0
67,96201.29,2378.57,565,5,0.22,0,房贷,1
61,30045.99,5238.89,654,5,0.611,0,消费,0
69,34444.02,14643.63,685,8,0.352,0,车贷,0
34,51907.72,3461.67,652,19,0.189,0,创业,0
35,58776.49,12921.39,676,12,0.568,1,创业,1
51,51380.4,1268.54,613,4,0.096,0,车贷,0
21,64306.73,1000.0,573,5,0.563,0,房贷,1
23,71044.32,18256.67,653,3,0.39,0,车贷,0
36,88517.11,20729.89,675,5,0.62,0,创业,0
43,67006.14,6638.02,648,17,0.18,0,车贷,0
31,52637.18,1000.0,674,12,0.362,1,创业,0
32,87322.2,1000.0,714,22,0.289,0,消费,0
30,47010.26,27657.0,714,2,0.394,0,车贷,0
52,29082.74,12946.82,720,9,0.279,0,消费,0
36,91531.03,6832.06,730,3,0.453,0,房贷,0
28,90120.77,8906.75,695,24,0.259,0,教育,0
58,47569.44,1000.0,685,14,0.347,0,车贷,0
32,56219.83,17269.14,796,11,0.163,0,车贷,0
44,44827.59,29000.92,715,14,0.686,0,教育,1
48,72185.73,5346.57,601,20,0.115,0,教育,0
28,103105.08,32259.38,530,24,0.22,0,消费,1
48,80463.4,11010.56,643,9,0.456,0,消费,1
56,87785.94,26167.4,704,11,0.607,0,创业,0
46,83034.02,14611.38,727,21,0.221,1,消费,0
28,64997.38,14602.12,572,7,0.409,0,消费,1
48,88833.49,27673.37,711,20,0.099,1,车贷,0
48,81390.67,18652.98,739,20,0.345,0,房贷,0
57,96667.81,15186.21,703,2,0.609,0,房贷,0
61,54889.92,1000.0,689,6,0.518,0,教育,0
56,26761.54,1000.0,651,17,0.186,0,消费,0
47,87995.52,15897.72,628,2,0.392,0,消费,0
37,72694.93,24476.16,715,14,0.268,0,创业,0
29,58486.99,13091.83,701,1,0.162,0,车贷,0
53,59716.64,6973.91,637,14,0.223,0,消费,0
40,121203.1,1000.0,838,12,0.264,1,创业,0
33,50871.72,5339.53,554,23,0.224,0,车贷,0
48,46227.33,13113.34,644,19,0.346,0,教育,0
68,66876.25,4720.12,606,9,0.241,0,创业,1
49,90970.8,3802.21,687,23,0.131,1,教育,0
33,115124.84,11565.5,524,23,0.329,0,消费,1
66,79462.03,24311.5,749,23,0.613,0,创业,0
55,37051.01,17820.11,730,23,0.349,0,教育,0
26,108359.01,14429.91,679,7,0.329,0,房贷,0
38,64571.69,13602.13,638,15,0.268,1,消费,1
25,46570.39,16685.0,710,24,0.247,0,消费,0
67,41253.37,11063.88,683,15,0.281,0,房贷,0
45,83399.23,8505.81,727,1,0.324,0,教育,0
22,70254.25,18274.65,651,8,0.387,0,教育,1
30,72591.66,10084.14,647,7,0.407,0,消费,0
50,93303.07,1896.92,735,10,0.253,0,车贷,0
65,47352.6,24268.05,704,0,0.24,0,车贷,1
25,95055.4,1000.0,648,20,0.254,0,消费,0
53,53578.54,24905.74,686,10,0.511,0,教育,1
21,112608.16,16304.87,673,17,0.492,0,创业,0
38,78172.26,3762.22,693,20,0.258,0,创业,0
52,44754.75,12206.16,749,14,0.173,0,房贷,0
67,20440.8,8354.66,636,23,0.27,0,车贷,0
69,82796.34,18865.67,615,8,0.463,0,房贷,1
31,56768.03,18697.42,679,8,0.15,0,车贷,0
41,61577.55,15921.59,622,0,0.225,0,消费,0
46,81856.31,18344.26,596,6,0.554,0,教育,1
45,87229.1,11023.92,730,11,0.224,0,房贷,0
42,91921.63,26974.24,640,23,0.634,0,房贷,0
47,39153.49,22400.66,529,9,0.381,0,房贷,1
69,96369.68,7945.45,719,18,0.228,0,教育,0
33,52261.0,18892.32,629,15,0.315,0,消费,0
53,15362.5,18150.45,700,5,0.315,1,车贷,1
54,39074.31,9792.03,736,10,0.239,0,房贷,0
61,69796.55,9124.82,673,18,0.197,0,消费,0
55,43466.09,22323.32,518,24,0.129,0,消费,1
21,63063.02,11875.1,523,18,0.148,0,车贷,1
41,72441.55,14211.46,613,17,0.174,0,车贷,0
68,61009.52,23909.38,656,24,0.37,1,房贷,0
26,54124.2,33533.38,744,14,0.408,0,房贷,0
48,37484.69,7523.69,680,15,0.45,0,消费,0
37,65482.76,10122.35,843,13,0.27,0,车贷,0
25,19570.94,12629.03,556,7,0.087,0,消费,1
51,49908.04,12822.26,668,7,0.4,0,创业,0
25,44588.75,15199.02,629,1,0.626,1,消费,1
58,59733.71,7833.48,676,5,0.306,0,教育,0
23,60306.74,1237.38,783,12,0.463,0,车贷,0
43,86119.05,26907.51,787,12,0.443,0,房贷,0
57,99836.5,17202.7,664,20,0.595,0,消费,0
57,40408.87,8442.45,720,11,0.453,0,房贷,0
30,108842.32,15715.46,675,1,0.219,0,房贷,0
30,47855.5,27580.08,585,20,0.291,0,房贷,1
39,68795.59,5301.82,661,19,0.59,0,房贷,0
37,76238.99,13794.69,625,24,0.138,0,消费,0
41,118780.82,1000.0,656,11,0.496,0,消费,0
34,53069.79,10994.1,600,16,0.105,0,创业,0
29,25471.76,17241.06,671,5,0.265,0,消费,1
66,97788.35,2524.85,681,6,0.119,0,房贷,0
21,46665.78,10408.79,709,5,0.186,0,车贷,0
65,57045.05,18799.38,682,20,0.637,0,房贷,0
33,40409.51,17008.2,774,3,0.395,1,房贷,0
24,57108.52,2160.13,813,20,0.311,0,教育,0
21,46511.39,15177.09,632,8,0.436,1,创业,1
69,79881.72,16749.11,728,4,0.231,0,消费,0
60,66777.42,12917.88,808,9,0.199,0,消费,0
52,50016.79,21259.38,730,14,0.182,0,教育,0
54,86909.18,6989.7,710,7,0.435,0,教育,0
48,70609.93,15506.12,532,22,0.381,0,创业,1
51,24386.94,2095.8,621,3,0.694,0,消费,1
28,85233.47,1000.0,631,4,0.407,0,教育,1
59,69067.09,18639.17,757,6,0.177,0,车贷,0
46,95596.11,12174.78,609,5,0.318,1,房贷,1
54,67726.18,8060.95,654,12,0.385,0,消费,0
23,47582.39,2946.17,719,18,0.278,0,房贷,0
32,60505.5,19030.37,606,9,0.413,0,教育,1
21,82686.23,1000.0,680,14,0.069,0,消费,0
64,48043.78,20439.46,670,2,0.748,2,消费,1
25,55313.47,15833.48,721,17,0.255,1,房贷,0
50,60122.85,1000.0,706,13,0.522,0,房贷,0
50,39713.82,13070.67,704,2,0.072,0,消费,0
37,48360.88,34556.66,674,10,0.425,0,教育,1
68,68796.1,22110.06,543,9,0.21,0,房贷,1
67,91454.51,4961.77,670,16,0.139,0,创业,0
43,71977.23,18092.0,664,12,0.433,0,消费,0
35,63991.05,1000.0,714,24,0.255,0,教育,0
57,46712.04,1000.0,630,1,0.261,0,消费,0
41,89093.53,11427.9,663,12,0.09,0,房贷,0
34,74537.12,16689.04,665,18,0.411,0,创业,0
22,49451.95,18896.31,610,4,0.108,0,创业,1
31,84770.27,19014.06,579,15,0.405,0,消费,0
59,77310.7,16205.38,687,9,0.741,0,消费,0
58,47102.33,1000.0,731,11,0.194,0,消费,0
54,62769.68,11482.08,616,19,0.258,0,消费,1
58,54159.0,20233.8,645,12,0.422,0,教育,0
54,122937.83,15767.97,718,20,0.386,0,教育,0
38,76698.39,13547.9,725,15,0.324,1,车贷,0
50,69108.77,14798.42,676,21,0.184,0,教育,0
35,75398.59,14656.42,689,20,0.337,0,教育,0
47,95341.58,1000.0,697,0,0.263,0,车贷,0
54,63165.64,21816.57,710,21,0.579,0,消费,0
58,52022.0,11060.47,585,8,0.461,0,车贷,1
53,83574.23,18014.48,794,15,0.123,0,教育,0
44,61151.22,1000.0,679,18,0.425,0,房贷,0
35,41462.3,26118.43,711,14,0.279,0,教育,0
50,37176.9,2170.5,607,17,0.414,0,消费,0
62,98644.52,33601.4,647,21,0.295,0,教育,0
37,67896.18,30013.54,686,11,0.312,0,教育,1
25,52029.52,1000.0,534,13,0.242,0,消费,1
49,59844.63,18944.81,597,2,0.213,1,车贷,1
24,82763.78,3353.7,609,3,0.247,0,车贷,0
30,58545.08,6565.05,570,5,0.209,0,房贷,0
37,33112.77,6756.92,667,15,0.728,0,消费,0
30,72168.5,15807.41,655,12,0.206,0,消费,0
37,91583.65,14759.41,760,11,0.169,1,消费,0
40,90112.21,1786.48,582,21,0.221,0,车贷,0
44,52694.74,15739.59,676,11,0.318,0,车贷,0
25,92921.8,10265.07,598,1,0.197,0,房贷,1
54,69684.9,1000.0,540,12,0.204,0,房贷,1
26,92305.24,8310.73,701,2,0.111,0,车贷,0
22,77621.11,26113.63,707,12,0.047,1,房贷,0
33,31524.87,8597.61,699,24,0.39,1,消费,0
63,103428.26,1000.0,568,1,0.165,0,创业,1
63,66139.24,18922.97,666,18,0.417,0,房贷,0
68,77689.46,4116.16,702,8,0.326,0,创业,0
31,35431.02,13822.65,727,19,0.222,1,消费,0
67,76117.18,10538.11,704,0,0.276,0,消费,0
43,89264.41,26974.2,728,12,0.247,1,房贷,0
36,107577.05,10544.09,735,1,0.387,0,创业,0
51,95808.8,2270.99,667,14,0.139,0,创业,0
31,77192.94,8014.8,695,18,0.385,0,创业,0
36,31023.7,1555.4,730,24,0.565,0,消费,0
28,67910.0,10221.25,687,24,0.566,0,房贷,0
24,51964.79,27043.22,744,15,0.185,0,房贷,0
60,70169.51,22611.98,721,10,0.489,0,创业,0
24,38240.83,29350.12,616,14,0.583,0,房贷,1
45,60376.33,16073.63,569,5,0.356,0,车贷,1
23,53621.97,13216.35,661,13,0.358,0,房贷,0
52,52940.34,3514.51,577,5,0.132,0,消费,0
23,53158.8,14292.18,666,18,0.44,0,教育,0
47,62011.2,10891.93,659,4,0.073,0,创业,0
49,71296.28,18618.33,751,10,0.239,0,创业,0
52,10033.14,2460.83,695,3,0.463,0,教育,0
39,12718.48,12447.8,728,8,0.395,0,消费,1
41,57548.79,1000.0,626,8,0.485,0,车贷,1
25,60649.08,14869.71,767,16,0.471,0,房贷,0
38,69160.45,17743.89,723,7,0.338,1,消费,0
48,48991.21,1000.0,690,14,0.338,0,教育,0
62,65208.23,1000.0,534,8,0.475,0,车贷,1
42,67783.51,1000.0,743,4,0.637,0,房贷,0
41,48839.72,10490.19,784,3,0.306,1,消费,0
26,87296.03,1000.0,661,19,0.216,0,车贷,0
21,68893.7,23717.17,662,17,0.465,0,车贷,0
25,77033.14,15707.3,624,8,0.29,0,消费,1
61,66514.61,17091.84,546,20,0.639,0,房贷,1
32,111280.81,1000.0,621,2,0.252,0,教育,0
46,78120.74,22992.01,776,21,0.359,0,消费,0
66,54264.15,17521.68,736,8,0.275,0,消费,0
54,83061.27,6200.06,606,8,0.564,0,消费,0
69,28972.69,1000.0,620,20,0.221,0,创业,0
34,67631.21,11352.92,809,23,0.316,0,房贷,0
46,72021.53,8035.33,589,3,0.568,0,创业,1
65,67882.46,8388.12,610,20,0.32,0,房贷,0
47,57656.86,6003.83,630,6,0.355,0,车贷,0
29,42729.99,18132.21,565,6,0.305,0,房贷,1
46,47634.37,1000.0,622,22,0.41,0,创业,0
67,67245.65,24154.39,623,7,0.134,0,车贷,0
42,40502.58,20483.99,597,20,0.221,0,车贷,0
67,103943.69,13790.82,753,0,0.109,0,房贷,0
50,10000.0,10775.27,578,8,0.661,0,房贷,1
63,57884.37,21205.93,650,24,0.138,0,消费,0
68,67428.57,11640.8,599,22,0.195,0,房贷,0
37,76163.26,9633.35,645,11,0.477,0,消费,0
46,44849.66,21679.1,595,5,0.82,0,消费,1
56,89954.49,29793.86,665,12,0.589,0,消费,1
21,34335.72,3746.44,683,4,0.348,0,消费,0
28,52545.17,15610.79,758,20,0.29,0,车贷,0
69,78656.45,2765.67,619,18,0.393,0,房贷,0
55,87884.15,16263.94,773,0,0.313,0,消费,0
35,34111.97,5385.46,604,21,0.098,0,消费,0
67,123190.81,22298.16,643,23,0.416,0,教育,0
42,45255.19,11148.99,784,17,0.147,0,消费,0
34,36131.99,12395.07,850,7,0.239,0,教育,0
46,76059.73,25864.48,778,23,0.449,1,房贷,0
48,57337.54,5769.48,644,7,0.271,0,教育,0
43,54086.85,17821.16,696,14,0.623,1,房贷,1
34,78104.17,6615.65,708,18,0.418,0,教育,0
44,31399.49,22168.53,684,9,0.168,0,房贷,0
22,27553.04,27187.42,589,23,0.298,0,房贷,1
65,51856.69,9765.29,676,15,0.462,0,创业,0
46,88713.84,1000.0,625,10,0.473,0,房贷,0
34,52810.78,6150.83,592,11,0.548,0,房贷,1
27,100181.45,32677.41,638,15,0.315,0,创业,1
23,91422.32,6967.03,682,15,0.243,0,教育,0
67,71224.82,27053.68,730,19,0.455,0,消费,0
43,72473.92,6846.57,642,2,0.522,0,消费,1
66,71204.06,6636.51,654,8,0.215,0,教育,0
63,68513.79,18623.09,716,7,0.325,0,房贷,0
67,56942.68,17604.4,665,9,0.308,0,车贷,0
65,59495.87,19243.48,687,12,0.478,0,消费,0
38,41460.88,12041.74,665,17,0.426,0,消费,0
58,16379.06,20792.06,674,12,0.207,0,车贷,0
55,89289.55,20172.75,584,12,0.114,0,车贷,1
35,68459.69,21766.74,669,14,0.184,0,车贷,0
45,65136.65,6699.75,760,12,0.407,0,消费,0
57,73765.88,20785.85,672,15,0.202,1,车贷,0
48,46775.26,7568.64,602,7,0.337,0,创业,0
30,42976.63,10664.64,763,18,0.399,0,创业,0
59,58758.94,10490.17,710,9,0.387,0,消费,0
37,95098.17,3516.12,714,11,0.443,1,创业,0
59,39287.7,1000.0,712,13,0.121,2,车贷,0
42,10000.0,22401.65,581,5,0.446,0,消费,1
46,53529.18,6030.88,705,20,0.177,0,消费,0
64,90139.4,9707.21,757,23,0.126,0,车贷,0
45,26884.03,5788.91,626,8,0.521,0,车贷,1
37,39033.76,9818.44,525,6,0.339,0,教育,1
33,70798.03,7699.83,686,5,0.366,0,消费,0
40,121537.95,22872.21,662,21,0.256,0,消费,0
45,35119.34,6980.71,552,0,0.252,1,消费,1
24,34267.45,26573.71,702,20,0.295,0,消费,0
30,72451.36,21683.81,697,13,0.373,0,车贷,0
23,91502.84,7967.2,557,23,0.239,0,消费,0
61,51269.83,14718.4,792,5,0.614,0,消费,0
65,29329.33,16414.44,713,11,0.371,0,房贷,0
38,74542.48,19153.66,528,16,0.659,0,创业,1
67,78526.51,19993.97,717,4,0.54,0,教育,0
56,104130.41,13586.38,715,10,0.758,0,消费,0
67,79452.84,3887.4,759,4,0.417,0,教育,0
42,83217.45,17447.55,616,11,0.115,0,创业,0
54,59232.81,9989.7,718,2,0.308,1,房贷,0
67,118713.1,1000.0,643,23,0.094,0,教育,0
28,56240.88,15317.37,621,8,0.592,1,房贷,1
60,51537.71,5760.06,599,5,0.525,1,房贷,1
69,104809.33,8103.7,527,21,0.306,1,车贷,1
64,32566.78,12051.18,698,1,0.357,0,教育,0
39,24357.02,1000.0,641,1,0.331,0,消费,0
62,67630.25,13181.85,469,21,0.304,0,教育,1
61,64961.8,9307.99,665,11,0.422,0,教育,0
57,59986.46,4543.63,741,7,0.479,0,创业,0
26,86866.45,12393.06,569,1,0.616,0,消费,1
46,45019.46,1000.0,610,8,0.415,0,房贷,0
54,66411.68,12642.83,691,15,0.478,0,房贷,0
65,57077.67,16000.09,481,24,0.201,0,房贷,1
26,45393.19,14594.61,623,14,0.283,0,房贷,0
57,63639.52,18705.52,684,13,0.496,0,车贷,0
53,83757.11,21905.5,621,19,0.328,0,消费,1
42,111652.5,11308.54,569,3,0.253,0,房贷,1
41,77747.22,21311.32,572,3,0.21,0,车贷,1
26,10000.0,11276.78,547,10,0.195,0,车贷,1
26,64160.92,6054.58,616,20,0.463,0,消费,0
68,66095.66,8661.62,734,23,0.572,1,创业,0
24,85596.6,14269.31,825,17,0.536,2,创业,0
50,69065.83,21224.01,663,4,0.218,0,消费,0
31,92567.96,12012.43,714,1,0.333,0,教育,0
50,73616.75,6273.92,594,14,0.42,0,消费,1
51,99293.56,24276.21,514,10,0.246,0,消费,1
44,55347.59,1000.0,790,23,0.39,0,教育,0
29,68175.56,6328.75,618,16,0.323,0,消费,0
23,83186.11,19588.67,710,15,0.481,0,教育,0
51,52411.73,27014.89,671,14,0.498,0,创业,1
60,47619.72,16085.79,730,22,0.482,0,房贷,0
57,51154.25,14124.04,727,2,0.381,0,教育,0
56,48517.26,9527.65,679,19,0.488,0,车贷,0
44,76496.36,16658.6,687,14,0.246,0,消费,0
51,24634.22,13099.63,745,23,0.437,0,房贷,0
26,30768.66,5586.48,631,18,0.316,0,教育,0
22,105980.42,9373.55,769,12,0.665,0,消费,0
40,49047.87,4626.71,610,15,0.244,0,消费,0
48,69400.33,12115.73,665,22,0.104,0,教育,0
31,32238.78,13375.64,704,11,0.22,1,教育,0
24,67070.73,25892.26,546,16,0.192,0,消费,1
35,49181.85,6922.12,757,15,0.076,0,消费,0
26,30612.03,10463.4,693,8,0.302,0,消费,0
69,94412.25,22703.04,850,5,0.176,1,消费,0
50,91016.45,27343.26,806,18,0.29,0,房贷,0
58,62638.19,16035.04,659,22,0.517,0,消费,0
22,86987.22,9844.71,785,12,0.547,0,房贷,0
